unit,time,y,treated
sendai_lifestyle,2023-03-06,200.2,0
sapporo_lifestyle,2023-03-06,204.8,0
tokyo_sports,2023-03-13,212.3,1
osaka_sports,2023-03-13,210.2,1
nagoya_sports,2023-03-13,211.8,1
fukuoka_sports,2023-03-13,203.0,1
sendai_sports,2023-03-13,203.4,1
sapporo_sports,2023-03-13,209.8,1
tokyo_lifestyle,2023-03-13,211.7,0
osaka_lifestyle,2023-03-13,209.9,0
nagoya_lifestyle,2023-03-13,208.6,0
fukuoka_lifestyle,2023-03-13,203.3,0
sendai_lifestyle,2023-03-13,203.7,0
sapporo_lifestyle,2023-03-13,206.2,0
tokyo_sports,2023-03-20,212.6,1
osaka_sports,2023-03-20,213.0,1
nagoya_sports,2023-03-20,210.5,1
fukuoka_sports,2023-03-20,203.5,1
sendai_sports,2023-03-20,206.9,1
sapporo_sports,2023-03-20,207.2,1
tokyo_lifestyle,2023-03-20,213.7,0
osaka_lifestyle,2023-03-20,212.0,0
nagoya_lifestyle,2023-03-20,206.2,0
fukuoka_lifestyle,2023-03-20,207.0,0
sendai_lifestyle,2023-03-20,202.8,0
sapporo_lifestyle,2023-03-20,206.1,0
tokyo_sports,2023-03-27,213.4,1
osaka_sports,2023-03-27,215.2,1
nagoya_sports,2023-03-27,208.9,1
fukuoka_sports,2023-03-27,206.4,1
sendai_sports,2023-03-27,207.1,1
sapporo_sports,2023-03-27,206.9,1
tokyo_lifestyle,2023-03-27,216.9,0
osaka_lifestyle,2023-03-27,209.9,0
nagoya_lifestyle,2023-03-27,210.1,0
fukuoka_lifestyle,2023-03-27,205.5,0
sendai_lifestyle,2023-03-27,203.7,0
sapporo_lifestyle,2023-03-27,210.3,0
tokyo_sports,2023-04-03,214.8,1
osaka_sports,2023-04-03,216.4,1
nagoya_sports,2023-04-03,208.3,1
fukuoka_sports,2023-04-03,209.5,1
sendai_sports,2023-04-03,205.6,1
sapporo_sports,2023-04-03,210.2,1
tokyo_lifestyle,2023-04-03,215.5,0
osaka_lifestyle,2023-04-03,212.8,0
nagoya_lifestyle,2023-04-03,210.1,0
fukuoka_lifestyle,2023-04-03,204.9,0
sendai_lifestyle,2023-04-03,209.3,0
sapporo_lifestyle,2023-04-03,203.8,0
tokyo_sports,2023-04-10,216.6,1
osaka_sports,2023-04-10,216.8,1
nagoya_sports,2023-04-10,209.5,1
fukuoka_sports,2023-04-10,210.7,1
sendai_sports,2023-04-10,206.2,1
sapporo_sports,2023-04-10,211.9,1
tokyo_lifestyle,2023-04-10,215.0,0
osaka_lifestyle,2023-04-10,216.7,0
nagoya_lifestyle,2023-04-10,206.3,0
fukuoka_lifestyle,2023-04-10,212.7,0
sendai_lifestyle,2023-04-10,202.5,0
sapporo_lifestyle,2023-04-10,212.0,0
tokyo_sports,2023-04-17,218.8,1
osaka_sports,2023-04-17,216.6,1
nagoya_sports,2023-04-17,212.0,1
fukuoka_sports,2023-04-17,210.1,1
sendai_sports,2023-04-17,209.5,1
sapporo_sports,2023-04-17,209.9,1
tokyo_lifestyle,2023-04-17,220.1,0
osaka_lifestyle,2023-04-17,213.0,0
nagoya_lifestyle,2023-04-17,212.3,0
fukuoka_lifestyle,2023-04-17,209.3,0
sendai_lifestyle,2023-04-17,206.8,0
sapporo_lifestyle,2023-04-17,211.9,0
tokyo_sports,2023-04-24,221.1,1
osaka_sports,2023-04-24,216.4,1
nagoya_sports,2023-04-24,214.7,1
fukuoka_sports,2023-04-24,209.6,1
sendai_sports,2023-04-24,212.5,1
sapporo_sports,2023-04-24,209.0,1
tokyo_lifestyle,2023-04-24,223.8,0
osaka_lifestyle,2023-04-24,211.1,0
nagoya_lifestyle,2023-04-24,217.3,0
fukuoka_lifestyle,2023-04-24,206.1,0
sendai_lifestyle,2023-04-24,212.8,0
sapporo_lifestyle,2023-04-24,208.1,0
tokyo_sports,2023-05-01,223.3,1
osaka_sports,2023-05-01,216.6,1
nagoya_sports,2023-05-01,216.4,1
fukuoka_sports,2023-05-01,211.3,1
sendai_sports,2023-05-01,211.9,1
sapporo_sports,2023-05-01,213.6,1
tokyo_lifestyle,2023-05-01,220.1,0
osaka_lifestyle,2023-05-01,218.5,0
nagoya_lifestyle,2023-05-01,211.4,0
fukuoka_lifestyle,2023-05-01,214.7,0
sendai_lifestyle,2023-05-01,206.9,0
sapporo_lifestyle,2023-05-01,215.3,0
tokyo_sports,2023-05-08,225.2,1
osaka_sports,2023-05-08,217.7,1
nagoya_sports,2023-05-08,216.6,1
fukuoka_sports,2023-05-08,215.2,1
sendai_sports,2023-05-08,209.2,1
sapporo_sports,2023-05-08,219.5,1
tokyo_lifestyle,2023-05-08,217.1,0
osaka_lifestyle,2023-05-08,222.6,0
nagoya_lifestyle,2023-05-08,211.9,0
fukuoka_lifestyle,2023-05-08,214.4,0
sendai_lifestyle,2023-05-08,211.4,0
sapporo_lifestyle,2023-05-08,212.8,0
tokyo_sports,2023-05-15,226.7,1
osaka_sports,2023-05-15,219.7,1
nagoya_sports,2023-05-15,215.7,1
fukuoka_sports,2023-05-15,219.0,1
sendai_sports,2023-05-15,208.7,1
sapporo_sports,2023-05-15,219.8,1
tokyo_lifestyle,2023-05-15,222.2,0
osaka_lifestyle,2023-05-15,217.9,0
nagoya_lifestyle,2023-05-15,219.0,0
fukuoka_lifestyle,2023-05-15,212.2,0
sendai_lifestyle,2023-05-15,212.5,0
sapporo_lifestyle,2023-05-15,217.2,0
tokyo_sports,2023-05-22,227.7,1
osaka_sports,2023-05-22,222.3,1
nagoya_sports,2023-05-22,215.1,1
fukuoka_sports,2023-05-22,220.3,1
sendai_sports,2023-05-22,212.9,1
sapporo_sports,2023-05-22,215.5,1
tokyo_lifestyle,2023-05-22,228.5,0
osaka_lifestyle,2023-05-22,217.3,0
nagoya_lifestyle,2023-05-22,218.0,0
fukuoka_lifestyle,2023-05-22,216.8,0
sendai_lifestyle,2023-05-22,212.8,0
sapporo_lifestyle,2023-05-22,214.4,0
tokyo_sports,2023-05-29,228.1,1
osaka_sports,2023-05-29,224.8,1
nagoya_sports,2023-05-29,215.8,1
fukuoka_sports,2023-05-29,218.5,1
sendai_sports,2023-05-29,218.7,1
sapporo_sports,2023-05-29,213.9,1
tokyo_lifestyle,2023-05-29,227.4,0
osaka_lifestyle,2023-05-29,222.7,0
nagoya_lifestyle,2023-05-29,217.3,0
fukuoka_lifestyle,2023-05-29,214.9,0
sendai_lifestyle,2023-05-29,217.4,0
sapporo_lifestyle,2023-05-29,217.0,0
tokyo_sports,2023-06-05,228.1,1
osaka_sports,2023-06-05,226.7,1
nagoya_sports,2023-06-05,218.4,1
fukuoka_sports,2023-06-05,215.4,1
sendai_sports,2023-06-05,221.1,1
sapporo_sports,2023-06-05,218.2,1
tokyo_lifestyle,2023-06-05,224.2,0
osaka_lifestyle,2023-06-05,223.2,0
nagoya_lifestyle,2023-06-05,221.2,0
fukuoka_lifestyle,2023-06-05,217.1,0
sendai_lifestyle,2023-06-05,211.5,0
sapporo_lifestyle,2023-06-05,222.4,0
tokyo_sports,2023-06-12,227.7,1
osaka_sports,2023-06-12,227.4,1
nagoya_sports,2023-06-12,222.0,1
fukuoka_sports,2023-06-12,214.1,1
sendai_sports,2023-06-12,218.7,1
sapporo_sports,2023-06-12,222.7,1
tokyo_lifestyle,2023-06-12,226.1,0
osaka_lifestyle,2023-06-12,221.5,0
nagoya_lifestyle,2023-06-12,218.6,0
fukuoka_lifestyle,2023-06-12,222.0,0
sendai_lifestyle,2023-06-12,216.3,0
sapporo_lifestyle,2023-06-12,214.3,0
tokyo_sports,2023-06-19,227.2,1
osaka_sports,2023-06-19,226.8,1
nagoya_sports,2023-06-19,225.3,1
fukuoka_sports,2023-06-19,216.0,1
sendai_sports,2023-06-19,215.1,1
sapporo_sports,2023-06-19,222.3,1
tokyo_lifestyle,2023-06-19,228.9,0
osaka_lifestyle,2023-06-19,225.2,0
nagoya_lifestyle,2023-06-19,217.7,0
fukuoka_lifestyle,2023-06-19,215.4,0
sendai_lifestyle,2023-06-19,220.6,0
sapporo_lifestyle,2023-06-19,221.4,0
tokyo_sports,2023-06-26,226.6,1
osaka_sports,2023-06-26,225.1,1
nagoya_sports,2023-06-26,226.7,1
fukuoka_sports,2023-06-26,219.9,1
sendai_sports,2023-06-26,214.5,1
sapporo_sports,2023-06-26,219.6,1
tokyo_lifestyle,2023-06-26,226.9,0
osaka_lifestyle,2023-06-26,226.0,0
nagoya_lifestyle,2023-06-26,224.6,0
fukuoka_lifestyle,2023-06-26,216.2,0
sendai_lifestyle,2023-06-26,212.8,0
sapporo_lifestyle,2023-06-26,220.6,0
tokyo_sports,2023-07-03,226.1,1
osaka_sports,2023-07-03,222.9,1
nagoya_sports,2023-07-03,225.7,1
fukuoka_sports,2023-07-03,222.9,1
sendai_sports,2023-07-03,217.1,1
sapporo_sports,2023-07-03,220.0,1
tokyo_lifestyle,2023-07-03,225.3,0
osaka_lifestyle,2023-07-03,220.3,0
nagoya_lifestyle,2023-07-03,222.7,0
fukuoka_lifestyle,2023-07-03,223.3,0
sendai_lifestyle,2023-07-03,217.2,0
sapporo_lifestyle,2023-07-03,218.6,0
tokyo_sports,2023-07-10,225.8,1
osaka_sports,2023-07-10,220.6,1
nagoya_sports,2023-07-10,222.7,1
fukuoka_sports,2023-07-10,222.9,1
sendai_sports,2023-07-10,219.0,1
sapporo_sports,2023-07-10,222.3,1
tokyo_lifestyle,2023-07-10,229.0,0
osaka_lifestyle,2023-07-10,220.5,0
nagoya_lifestyle,2023-07-10,215.7,0
fukuoka_lifestyle,2023-07-10,217.6,0
sendai_lifestyle,2023-07-10,217.7,0
sapporo_lifestyle,2023-07-10,220.2,0
tokyo_sports,2023-07-17,225.9,1
osaka_sports,2023-07-17,219.1,1
nagoya_sports,2023-07-17,219.3,1
fukuoka_sports,2023-07-17,220.2,1
sendai_sports,2023-07-17,217.6,1
sapporo_sports,2023-07-17,221.2,1
tokyo_lifestyle,2023-07-17,231.2,0
osaka_lifestyle,2023-07-17,226.9,0
nagoya_lifestyle,2023-07-17,219.7,0
fukuoka_lifestyle,2023-07-17,215.9,0
sendai_lifestyle,2023-07-17,215.0,0
sapporo_lifestyle,2023-07-17,216.7,0
tokyo_sports,2023-07-24,226.2,1
osaka_sports,2023-07-24,218.6,1
nagoya_sports,2023-07-24,216.8,1
fukuoka_sports,2023-07-24,217.2,1
sendai_sports,2023-07-24,214.8,1
sapporo_sports,2023-07-24,216.6,1
tokyo_lifestyle,2023-07-24,225.8,0
osaka_lifestyle,2023-07-24,225.4,0
nagoya_lifestyle,2023-07-24,222.8,0
fukuoka_lifestyle,2023-07-24,219.0,0
sendai_lifestyle,2023-07-24,217.4,0
sapporo_lifestyle,2023-07-24,222.5,0
tokyo_sports,2023-07-31,226.7,1
osaka_sports,2023-07-31,219.1,1
nagoya_sports,2023-07-31,216.2,1
fukuoka_sports,2023-07-31,216.0,1
sendai_sports,2023-07-31,214.1,1
sapporo_sports,2023-07-31,214.9,1
tokyo_lifestyle,2023-07-31,220.6,0
osaka_lifestyle,2023-07-31,218.3,0
nagoya_lifestyle,2023-07-31,217.4,0
fukuoka_lifestyle,2023-07-31,215.1,0
sendai_lifestyle,2023-07-31,211.3,0
sapporo_lifestyle,2023-07-31,214.6,0
tokyo_sports,2023-08-07,227.3,1
osaka_sports,2023-08-07,220.3,1
nagoya_sports,2023-08-07,217.1,1
fukuoka_sports,2023-08-07,216.8,1
sendai_sports,2023-08-07,216.3,1
sapporo_sports,2023-08-07,218.6,1
tokyo_lifestyle,2023-08-07,223.5,0
osaka_lifestyle,2023-08-07,218.8,0
nagoya_lifestyle,2023-08-07,217.3,0
fukuoka_lifestyle,2023-08-07,217.0,0
sendai_lifestyle,2023-08-07,214.8,0
sapporo_lifestyle,2023-08-07,215.8,0
tokyo_sports,2023-08-14,228.0,1
osaka_sports,2023-08-14,221.7,1
nagoya_sports,2023-08-14,218.3,1
fukuoka_sports,2023-08-14,217.7,1
sendai_sports,2023-08-14,217.8,1
sapporo_sports,2023-08-14,221.8,1
tokyo_lifestyle,2023-08-14,227.9,0
osaka_lifestyle,2023-08-14,222.0,0
nagoya_lifestyle,2023-08-14,218.2,0
fukuoka_lifestyle,2023-08-14,217.0,0
sendai_lifestyle,2023-08-14,216.5,0
sapporo_lifestyle,2023-08-14,219.8,0
tokyo_sports,2023-08-21,228.5,1
osaka_sports,2023-08-21,222.6,1
nagoya_sports,2023-08-21,218.7,1
fukuoka_sports,2023-08-21,216.6,1
sendai_sports,2023-08-21,215.2,1
sapporo_sports,2023-08-21,218.8,1
tokyo_lifestyle,2023-08-21,225.2,0
osaka_lifestyle,2023-08-21,219.1,0
nagoya_lifestyle,2023-08-21,213.5,0
fukuoka_lifestyle,2023-08-21,209.6,0
sendai_lifestyle,2023-08-21,207.5,0
sapporo_lifestyle,2023-08-21,211.9,0
tokyo_sports,2023-08-28,228.7,1
osaka_sports,2023-08-28,222.7,1
nagoya_sports,2023-08-28,217.6,1
fukuoka_sports,2023-08-28,213.5,1
sendai_sports,2023-08-28,210.0,1
sapporo_sports,2023-08-28,212.7,1
tokyo_lifestyle,2023-08-28,220.3,0
osaka_lifestyle,2023-08-28,217.4,0
nagoya_lifestyle,2023-08-28,215.5,0
fukuoka_lifestyle,2023-08-28,214.2,0
sendai_lifestyle,2023-08-28,212.6,0
sapporo_lifestyle,2023-08-28,215.8,0
tokyo_sports,2023-09-04,228.7,1
osaka_sports,2023-09-04,221.9,1
nagoya_sports,2023-09-04,215.7,1
fukuoka_sports,2023-09-04,210.5,1
sendai_sports,2023-09-04,207.0,1
sapporo_sports,2023-09-04,211.0,1
tokyo_lifestyle,2023-09-04,221.0,0
osaka_lifestyle,2023-09-04,220.4,0
nagoya_lifestyle,2023-09-04,219.5,0
fukuoka_lifestyle,2023-09-04,217.3,0
sendai_lifestyle,2023-09-04,213.0,0
sapporo_lifestyle,2023-09-04,212.9,0
tokyo_sports,2023-09-11,228.4,1
osaka_sports,2023-09-11,220.6,1
nagoya_sports,2023-09-11,213.9,1
fukuoka_sports,2023-09-11,210.1,1
sendai_sports,2023-09-11,209.2,1
sapporo_sports,2023-09-11,214.7,1
tokyo_lifestyle,2023-09-11,223.2,0
osaka_lifestyle,2023-09-11,218.3,0
nagoya_lifestyle,2023-09-11,212.9,0
fukuoka_lifestyle,2023-09-11,209.6,0
sendai_lifestyle,2023-09-11,208.9,0
sapporo_lifestyle,2023-09-11,215.3,0
tokyo_sports,2023-09-18,227.9,1
osaka_sports,2023-09-18,219.2,1
nagoya_sports,2023-09-18,213.7,1
fukuoka_sports,2023-09-18,213.1,1
sendai_sports,2023-09-18,214.0,1
sapporo_sports,2023-09-18,217.4,1
tokyo_lifestyle,2023-09-18,221.1,0
osaka_lifestyle,2023-09-18,213.6,0
nagoya_lifestyle,2023-09-18,210.7,0
fukuoka_lifestyle,2023-09-18,212.0,0
sendai_lifestyle,2023-09-18,212.3,0
sapporo_lifestyle,2023-09-18,214.0,0
tokyo_sports,2023-09-25,227.3,1
osaka_sports,2023-09-25,218.4,1
nagoya_sports,2023-09-25,215.5,1
fukuoka_sports,2023-09-25,217.3,1
sendai_sports,2023-09-25,216.5,1
sapporo_sports,2023-09-25,215.9,1
tokyo_lifestyle,2023-09-25,219.8,0
osaka_lifestyle,2023-09-25,217.8,0
nagoya_lifestyle,2023-09-25,218.3,0
fukuoka_lifestyle,2023-09-25,215.2,0
sendai_lifestyle,2023-09-25,208.9,0
sapporo_lifestyle,2023-09-25,210.7,0
tokyo_sports,2023-10-02,226.9,1
osaka_sports,2023-10-02,218.7,1
nagoya_sports,2023-10-02,218.7,1
fukuoka_sports,2023-10-02,220.0,1
sendai_sports,2023-10-02,215.1,1
sapporo_sports,2023-10-02,214.7,1
tokyo_lifestyle,2023-10-02,224.6,0
osaka_lifestyle,2023-10-02,224.0,0
nagoya_lifestyle,2023-10-02,218.2,0
fukuoka_lifestyle,2023-10-02,212.7,0
sendai_lifestyle,2023-10-02,213.4,0
sapporo_lifestyle,2023-10-02,220.0,0
tokyo_sports,2023-10-09,226.8,1
osaka_sports,2023-10-09,220.2,1
nagoya_sports,2023-10-09,222.0,1
fukuoka_sports,2023-10-09,219.6,1
sendai_sports,2023-10-09,212.7,1
sapporo_sports,2023-10-09,217.6,1
tokyo_lifestyle,2023-10-09,228.4,0
osaka_lifestyle,2023-10-09,220.7,0
nagoya_lifestyle,2023-10-09,214.7,0
fukuoka_lifestyle,2023-10-09,217.0,0
sendai_lifestyle,2023-10-09,215.9,0
sapporo_lifestyle,2023-10-09,213.7,0
tokyo_sports,2023-10-16,227.2,1
osaka_sports,2023-10-16,222.9,1
nagoya_sports,2023-10-16,224.1,1
fukuoka_sports,2023-10-16,217.4,1
sendai_sports,2023-10-16,213.5,1
sapporo_sports,2023-10-16,221.3,1
tokyo_lifestyle,2023-10-16,225.2,0
osaka_lifestyle,2023-10-16,217.4,0
nagoya_lifestyle,2023-10-16,219.2,0
fukuoka_lifestyle,2023-10-16,216.5,0
sendai_lifestyle,2023-10-16,209.7,0
sapporo_lifestyle,2023-10-16,216.7,0
tokyo_sports,2023-10-23,228.2,1
osaka_sports,2023-10-23,226.2,1
nagoya_sports,2023-10-23,224.3,1
fukuoka_sports,2023-10-23,216.1,1
sendai_sports,2023-10-23,217.5,1
sapporo_sports,2023-10-23,220.9,1
tokyo_lifestyle,2023-10-23,222.5,0
osaka_lifestyle,2023-10-23,223.3,0
nagoya_lifestyle,2023-10-23,220.7,0
fukuoka_lifestyle,2023-10-23,214.6,0
sendai_lifestyle,2023-10-23,218.5,0
sapporo_lifestyle,2023-10-23,221.4,0
tokyo_sports,2023-10-30,229.9,1
osaka_sports,2023-10-30,229.5,1
nagoya_sports,2023-10-30,223.4,1
fukuoka_sports,2023-10-30,218.0,1
sendai_sports,2023-10-30,221.0,1
sapporo_sports,2023-10-30,218.9,1
tokyo_lifestyle,2023-10-30,228.2,0
osaka_lifestyle,2023-10-30,228.0,0
nagoya_lifestyle,2023-10-30,220.3,0
fukuoka_lifestyle,2023-10-30,224.2,0
sendai_lifestyle,2023-10-30,220.9,0
sapporo_lifestyle,2023-10-30,220.4,0
tokyo_sports,2023-11-06,232.3,1
osaka_sports,2023-11-06,232.3,1
nagoya_sports,2023-11-06,222.8,1
fukuoka_sports,2023-11-06,222.6,1
sendai_sports,2023-11-06,221.8,1
sapporo_sports,2023-11-06,221.6,1
tokyo_lifestyle,2023-11-06,235.9,0
osaka_lifestyle,2023-11-06,227.2,0
nagoya_lifestyle,2023-11-06,227.5,0
fukuoka_lifestyle,2023-11-06,224.9,0
sendai_lifestyle,2023-11-06,218.1,0
sapporo_lifestyle,2023-11-06,225.7,0
tokyo_sports,2023-11-13,235.4,1
osaka_sports,2023-11-13,234.2,1
nagoya_sports,2023-11-13,223.8,1
fukuoka_sports,2023-11-13,227.7,1
sendai_sports,2023-11-13,221.9,1
sapporo_sports,2023-11-13,229.5,1
tokyo_lifestyle,2023-11-13,236.6,0
osaka_lifestyle,2023-11-13,230.3,0
nagoya_lifestyle,2023-11-13,229.9,0
fukuoka_lifestyle,2023-11-13,221.0,0
sendai_lifestyle,2023-11-13,225.0,0
sapporo_lifestyle,2023-11-13,223.1,0
tokyo_sports,2023-11-20,238.8,1
osaka_sports,2023-11-20,235.2,1
nagoya_sports,2023-11-20,227.0,1
fukuoka_sports,2023-11-20,231.0,1
sendai_sports,2023-11-20,224.9,1
sapporo_sports,2023-11-20,235.2,1
tokyo_lifestyle,2023-11-20,235.1,0
osaka_lifestyle,2023-11-20,235.6,0
nagoya_lifestyle,2023-11-20,225.7,0
fukuoka_lifestyle,2023-11-20,229.5,0
sendai_lifestyle,2023-11-20,224.9,0
sapporo_lifestyle,2023-11-20,232.3,0
tokyo_sports,2023-11-27,242.6,1
osaka_sports,2023-11-27,235.8,1
nagoya_sports,2023-11-27,232.1,1
fukuoka_sports,2023-11-27,232.2,1
sendai_sports,2023-11-27,231.4,1
sapporo_sports,2023-11-27,234.5,1
tokyo_lifestyle,2023-11-27,238.9,0
osaka_lifestyle,2023-11-27,234.5,0
nagoya_lifestyle,2023-11-27,231.9,0
fukuoka_lifestyle,2023-11-27,232.7,0
sendai_lifestyle,2023-11-27,230.1,0
sapporo_lifestyle,2023-11-27,232.5,0
tokyo_sports,2023-12-04,246.3,1
osaka_sports,2023-12-04,236.4,1
nagoya_sports,2023-12-04,237.6,1
fukuoka_sports,2023-12-04,233.2,1
sendai_sports,2023-12-04,237.2,1
sapporo_sports,2023-12-04,232.4,1
tokyo_lifestyle,2023-12-04,244.1,0
osaka_lifestyle,2023-12-04,234.9,0
nagoya_lifestyle,2023-12-04,240.3,0
fukuoka_lifestyle,2023-12-04,232.2,0
sendai_lifestyle,2023-12-04,233.5,0
sapporo_lifestyle,2023-12-04,230.7,0
tokyo_sports,2023-12-11,313.7,1
osaka_sports,2023-12-11,301.7,1
nagoya_sports,2023-12-11,306.1,1
fukuoka_sports,2023-12-11,300.0,1
sendai_sports,2023-12-11,302.6,1
sapporo_sports,2023-12-11,299.3,1
tokyo_lifestyle,2023-12-11,244.6,0
osaka_lifestyle,2023-12-11,243.5,0
nagoya_lifestyle,2023-12-11,237.8,0
fukuoka_lifestyle,2023-12-11,238.0,0
sendai_lifestyle,2023-12-11,229.7,0
sapporo_lifestyle,2023-12-11,241.3,0
tokyo_sports,2023-12-18,315.0,1
osaka_sports,2023-12-18,302.3,1
nagoya_sports,2023-12-18,306.9,1
fukuoka_sports,2023-12-18,303.1,1
sendai_sports,2023-12-18,298.8,1
sapporo_sports,2023-12-18,304.0,1
tokyo_lifestyle,2023-12-18,245.4,0
osaka_lifestyle,2023-12-18,248.4,0
nagoya_lifestyle,2023-12-18,238.4,0
fukuoka_lifestyle,2023-12-18,237.2,0
sendai_lifestyle,2023-12-18,239.8,0
sapporo_lifestyle,2023-12-18,238.3,0
tokyo_sports,2023-12-25,315.8,1
osaka_sports,2023-12-25,304.0,1
nagoya_sports,2023-12-25,306.2,1
fukuoka_sports,2023-12-25,306.3,1
sendai_sports,2023-12-25,296.3,1
sapporo_sports,2023-12-25,305.9,1
tokyo_lifestyle,2023-12-25,251.7,0
osaka_lifestyle,2023-12-25,244.2,0
nagoya_lifestyle,2023-12-25,244.7,0
fukuoka_lifestyle,2023-12-25,239.5,0
sendai_lifestyle,2023-12-25,241.2,0
sapporo_lifestyle,2023-12-25,242.7,0
tokyo_sports,2024-01-01,316.0,1
osaka_sports,2024-01-01,306.5,1
